iter	Passed	Remaining
158	97109	6010420
159	97917	6021933
160	98796	6037626
161	99695	6054340
162	100706	6077611
163	101502	6087694
164	102274	6096178
165	103045	6104485
166	103800	6111800
167	104524	6117156
168	105276	6124109
169	106026	6130835
170	106785	6137964
171	107572	6146638
172	108343	6154307
173	109153	6164014
174	109980	6174616
175	110825	6186062
176	111609	6194023
177	112478	6206534
178	113302	6216437
179	114149	6227493
180	114992	6238189
181	115822	6248036
182	116661	6258303
183	117506	6268717
184	117517	6234764
185	118379	6246113
186	119196	6254946
187	120030	6264585
188	120864	6274067
189	121701	6283630
190	122540	6293187
191	123322	6299727
192	124120	6306982
193	124918	6314182
194	125667	6318802
195	126397	6322474
196	126402	6289983
197	127168	6295488
198	127910	6299768
199	128659	6304334
200	129401	6308498
201	129430	6278035
202	130171	6282224
203	130938	6287607
204	131694	6292446
205	132441	6296770
206	133174	6300391
207	133930	6305052
208	134666	6308692
209	135394	6311952
210	136151	6316540
211	136888	6320108
212	137642	6324460
213	138341	6326214
214	139019	6327025
215	139736	6329551
216	140438	6331370
217	141151	6333666
218	141848	6335260
219	142550	6336995
220	143270	6339538
221	143994	6342233
222	144700	6344128
223	145398	6345619
224	146124	6348294
225	146832	6350176
226	147532	6351689
227	148261	6354415
228	148982	6356792
229	149698	6358926
230	150428	6361634
231	151129	6363055
232	151883	6366732
233	152619	6369562
234	153336	6371623
235	154090	6375159
236	154844	6378693
237	155584	6381580
238	156345	6385317
239	157079	6387882
240	157190	6365236
241	157309	6343098
242	158081	6347329
243	158800	6349418
244	159498	6350648
245	159514	6324828
246	160207	6325911
247	160908	6327354
248	161605	6328573
249	162327	6330786
250	163057	6333246
251	163780	6335442
252	164514	6338040
253	165292	6342292
254	166049	6345712
255	166800	6348860
256	167567	6352569
257	168308	6355272
258	169033	6357338
259	169755	6359312
260	170470	6360975
261	171178	6362363
262	171906	6364467
263	172601	6365336
264	173311	6366741
265	174006	6367592
266	174700	6368399
267	175401	6369443
268	176120	6371092
269	176989	6378188
270	177872	6385675
271	178585	6387073
272	179302	6388550
273	180025	6390230
274	180031	6366561
275	180779	6369203
276	181554	6372767
277	182337	6376551
278	183164	6381887
279	183963	6386148
280	184804	6391859
281	185597	6395863
282	186487	6403191
283	187499	6414612
284	188472	6424608
285	189199	6426164
286	189927	6427763
287	190618	6428063
288	191318	6428711
289	192030	6429725
290	192745	6430806
291	193446	6431436
292	194164	6432608
293	194872	6433457
294	195578	6434213
295	196246	6433711
296	196990	6435695
297	197817	6440345
298	198596	6443427
299	199363	6446091
300	200127	6448619
301	200841	6449547
302	201546	6450152
303	202290	6451991
304	202992	6452507
305	203728	6454068
306	204437	6454750
307	205229	6458059
308	205933	6458593
309	206641	6459223
310	207348	6459817
311	208061	6460577
312	208772	6461281
313	209480	6461887
314	210189	6462503
315	210897	6463059
316	211595	6463350
317	212309	6464099
318	213041	6465383
319	213779	6466830
320	214518	6468311
321	215242	6469309
322	215940	6469515
323	216692	6471340
324	217399	6471810
325	217407	6451519
326	218119	6452189
327	218850	6453409
328	219565	6454158
329	220264	6454430
330	220973	6454968
331	221676	6455327
332	222362	6455189
333	223076	6455864
334	223781	6456250
335	224496	6456945
336	225211	6457625
337	225923	6458196
338	226658	6459443
339	227382	6460349
340	228089	6460762
341	228792	6461055
342	229488	6461145
343	230199	6461651
344	230911	6462184
345	231638	6463114
346	232337	6463261
347	233060	6464076
348	233772	6464567
349	234483	6465038
350	235231	6466507
351	235932	6466684
352	236640	6467059
353	237340	6467191
354	238017	6466698
355	238721	6466928
356	239427	6467230
357	240150	6467959
358	240855	6468207
359	241571	6468742
360	242273	6468901
361	242975	6469046
362	243681	6469309
363	244382	6469421
364	245061	6468939
365	245772	6469313
366	246494	6469975
367	247205	6470322
368	247910	6470532
369	248601	6470368
370	249302	6470439
371	250008	6470650
372	250727	6471198
373	251442	6471631
374	252149	6471826
375	252859	6472137
376	253566	6472335
377	254289	6472957
378	255009	6473475
379	255730	6474028
380	256441	6474309
381	257139	6474267
382	257817	6473715
383	258500	6473281
384	259190	6473032
385	259899	6473259
386	260588	6472958
387	261289	6472976
388	262011	6473495
389	262728	6473890
390	263447	6474348
391	264207	6475768
392	264939	6476524
393	265645	6476618
394	266373	6477252
395	267120	6478354
396	267894	6480085
397	268652	6481418
398	269352	6481347
399	270081	6481952
400	270782	6481889
401	271474	6481627
402	272211	6482411
403	272919	6482516
404	273628	6482640
405	274331	6482607
406	275045	6482823
407	275757	6483006
408	276508	6484085
409	277241	6484736
410	277975	6485410
411	278703	6485943
412	279575	6489810
413	280521	6495352
414	281535	6502450
415	282608	6510863
416	283637	6518221
417	284509	6521933
418	285378	6525557
419	286262	6529513
420	287141	6533314
421	288094	6538785
422	289120	6545889
423	290161	6553265
424	291091	6558115
425	292223	6567489
426	293402	6577848
427	294547	6587403
428	295582	6594441
429	296492	6598679
430	297462	6604230
431	298175	6604030
432	298902	6604152
433	299612	6603906
434	300328	6603769
435	301050	6603768
436	301770	6603730
437	302489	6603669
438	303185	6603082
439	303889	6602682
440	304603	6602497
441	305315	6602282
442	306009	6601652
443	306729	6601584
444	307431	6601142
445	308153	6601119
446	308859	6600744
447	309567	6600420
448	310283	6600262
449	311006	6600254
450	311747	6600605
451	312487	6600953
452	313218	6601099
453	313920	6600636
454	314655	6600842
455	315356	6600346
456	316068	6600100
457	316776	6599739
458	317485	6599413
459	318182	6598828
460	318891	6598490
461	319583	6597816
462	320281	6597251
463	320979	6596692
464	321682	6596221
465	322402	6596102
466	323094	6595418
467	323811	6595229
468	324522	6594934
469	325240	6594769
470	325952	6594486
471	326649	6593882
472	327373	6593837
473	328104	6593935
474	328818	6593672
475	329591	6594595
476	330339	6595021
477	331068	6595042
478	331823	6595601
479	332546	6595497
480	333267	6595379
481	334035	6596155
482	334852	6597907
483	335605	6598394
484	336398	6599652
485	337149	6600090
486	337898	6600477
487	338618	6600282
488	339328	6599907
489	340052	6599797
490	340881	6601709
491	341666	6602781
492	342486	6604500
493	343269	6605500
494	344016	6605806
495	344722	6605325
496	345449	6605247
497	346172	6605076
498	346901	6605031
499	347612	6604634
500	348329	6604358
501	349052	6604181
502	349756	6603647
503	350471	6603320
504	351208	6603413
505	351925	6603132
506	352642	6602826
507	353348	6602336
508	354030	6601384
509	354739	6600929
510	355434	6600237
511	356125	6599441
512	356845	6599213
513	357564	6598948
514	358295	6598900
515	358992	6598233
516	359722	6598152
517	360425	6597597
518	361135	6597156
519	361850	6596814
520	362571	6596572
521	363331	6597035
522	364090	6597488
523	364811	6597247
524	365511	6596615
525	366240	6596504
526	367001	6596966
527	367726	6596787
528	368533	6598076
529	369292	6598487
530	370012	6598215
531	370023	6585310
532	370716	6584564
533	371418	6583979
534	372138	6583727
535	372888	6583994
536	373618	6583893
537	373666	6571799
538	374365	6571189
539	375077	6570803
540	375787	6570385
541	376486	6569762
542	377188	6569188
543	377911	6568995
544	378616	6568472
545	379326	6568053
546	380041	6567696
547	380734	6566981
548	381422	6566170
549	382113	6565412
550	382829	6565074
551	383545	6564734
552	384236	6563978
553	384938	6563404
554	385629	6562652
555	386322	6561917
556	387034	6561519
557	387743	6561066
558	388437	6560347
559	389125	6559545
560	389847	6559310
561	390576	6559180
562	391290	6558802
563	392020	6558694
564	392727	6558205
565	392777	6546762
566	393495	6546461
567	394215	6546193
568	394915	6545599
569	395621	6545106
570	396339	6544812
571	397055	6544474
572	397775	6544201
573	398489	6543833
574	399204	6543482
575	399935	6543391
576	400658	6543168
577	401374	6542818
578	402090	6542483
579	402808	6542161
580	403519	6541736
581	404213	6541038
582	404918	6540510
583	405634	6540158
584	406343	6539693
585	407081	6539703
586	407793	6539292
587	408485	6538539
588	409198	6538146
589	409919	6537874
590	410641	6537601
591	411354	6537206
592	412063	6536738
593	412771	6536237
594	413484	6535828
595	414193	6535363
596	414895	6534773
597	415623	6534597
598	416381	6534888
599	417104	6534643
600	417837	6534530
601	418568	6534390
602	419300	6534274
603	420013	6533854
604	420735	6533567
605	421479	6533633
606	422234	6533849
607	423131	6536265
608	424028	6538678
609	424757	6538477
610	425481	6538216
611	426206	6537950
612	426959	6538127
613	427695	6538035
614	428401	6537472
615	429118	6537090
616	429849	6536911
617	430557	6536388
618	431272	6535979
619	432000	6535754
620	432732	6535589
621	433454	6535267
622	434192	6535190
623	434918	6534923
624	435638	6534576
625	436362	6534287
626	437093	6534089
627	437884	6534801
628	438735	6536395
629	439489	6536540
630	440229	6536464
631	440946	6536055
632	441682	6535930
633	442394	6535442
634	443104	6534915
635	443823	6534531
636	444517	6533776
637	445232	6533327
638	445940	6532784
639	446676	6532643
640	447415	6532541
641	448154	6532448
642	448884	6532205
643	449605	6531850
644	450326	6531483
645	451058	6531267
646	451783	6530964
647	452510	6530677
648	453242	6530457
649	453950	6529906
650	454675	6529582
651	455391	6529138
652	456114	6528786
653	456820	6528200
654	457530	6527673
655	458241	6527140
656	458957	6526703
657	459670	6526206
658	460382	6525695
659	461102	6525293
660	461833	6525063
661	462537	6524438
662	463258	6524047
663	463991	6523825
664	464717	6523508
665	465436	6523098
666	466153	6522661
667	466877	6522308
668	467611	6522096
669	468323	6521574
670	469048	6521241
671	469770	6520855
672	470505	6520665
673	471216	6520131
674	471937	6519724
675	472670	6519494
676	473401	6519234
677	474136	6519029
678	474875	6518866
679	475611	6518678
680	476389	6519049
681	477142	6519084
682	477923	6519487
683	478719	6520097
684	479473	6520138
685	479721	6513307
686	480462	6513175
687	481173	6512623
688	481911	6512450
689	482633	6512054
690	483360	6511724
691	484085	6511374
692	484825	6511215
693	485542	6510751
694	486260	6510295
695	486971	6509751
696	487701	6509449
697	488432	6509167
698	489144	6508634
699	489857	6508112
700	490584	6507765
701	491301	6507289
702	492014	6506763
703	492018	6496886
704	492744	6496534
705	493450	6495928
706	494157	6495344
707	494904	6495272
708	495629	6494915
709	496341	6494382
710	497064	6493994
711	497788	6493628
712	498508	6493196
713	499225	6492725
714	499938	6492202
715	500660	6491807
716	501374	6491298
717	502082	6490716
718	502795	6490187
719	503505	6489627
720	504219	6489116
721	504946	6488770
722	505651	6488148
723	506373	6487740
724	507086	6487210
725	507817	6486912
726	508533	6486420
727	509254	6486004
728	509975	6485568
729	510705	6485260
730	511435	6484946
731	512173	6484736
732	512892	6484277
733	513613	6483842
734	514333	6483403
735	515045	6482850
736	515759	6482339
737	515810	6473487
738	516522	6472950
739	517247	6472577
740	517979	6472299
741	518695	6471806
742	519485	6472240
743	520196	6471696
744	520912	6471195
745	521617	6470570
746	522328	6470018
747	523025	6469293
748	523753	6468948
749	524468	6468443
750	525193	6468065
751	525939	6467942
752	526658	6467475
753	527366	6466880
754	528098	6466581
755	528814	6466088
756	529672	6467327
757	530409	6467074
758	531137	6466721
759	531866	6466380
760	532585	6465911
761	533320	6465631
762	534031	6465075
763	534768	6464822
764	535481	6464281
765	536178	6463545
766	536894	6463030
767	537594	6462337
768	538312	6461853
769	539036	6461435
770	539757	6460988
771	540484	6460605
772	541224	6460386
773	541964	6460156
774	542685	6459706
775	543405	6459242
776	544122	6458736
777	544853	6458406
778	545573	6457938
779	546296	6457500
780	547019	6457072
781	547735	6456555
782	548446	6455980
783	549175	6455614
784	549889	6455067
785	550603	6454525
786	551317	6453984
787	552031	6453443
788	552741	6452850
789	553455	6452307
790	554179	6451881
791	554892	6451328
792	555613	6450863
793	556332	6450375
794	557006	6449360
795	557729	6448927
796	558437	6448311
797	559152	6447772
798	559873	6447306
799	560582	6446697
800	561300	6446192
801	562021	6445725
802	562753	6445385
803	563473	6444904
804	564201	6444517
805	564917	6443982
806	565627	6443392
807	566347	6442907
808	567061	6442347
809	567786	6441919
810	568482	6441171
811	569192	6440566
812	569422	6434540
813	570123	6433846
814	570818	6433091
815	571532	6432540
816	572232	6431838
817	572929	6431097
818	573642	6430541
819	574345	6429868
820	575053	6429253
821	575061	6420818
822	575769	6420218
823	576482	6419666
824	577194	6419103
825	577903	6418507
826	578621	6418007
827	579331	6417424
828	580035	6416773
829	580747	6416208
830	581474	6415811
831	582178	6415153
832	582881	6414496
833	583589	6413888
834	584280	6413090
835	584987	6412471
836	585710	6412027
837	586430	6411545
838	587146	6411021
839	587853	6410406
840	588563	6409814
841	589272	6409218
842	589971	6408507
843	590670	6407791
844	591377	6407172
845	592094	6406659
846	592811	6406143
847	593519	6405533
848	594207	6404703
849	594925	6404193
850	595657	6403839
851	596367	6403251
852	597071	6402594
853	597791	6402104
854	598500	6401503
855	599196	6400767
856	599890	6400003
857	600594	6399339
858	601005	6395570
859	601715	6394978
860	602433	6394468
861	603141	6393856
862	603191	6386279
863	603900	6385692
864	604603	6385028
865	605308	6384398
866	606018	6383816
867	606724	6383190
868	607442	6382689
869	608140	6381983
870	608869	6381592
871	609580	6381023
872	610279	6380320
873	610985	6379692
874	611697	6379128
875	612417	6378651
876	613142	6378222
877	613847	6377578
878	614558	6377002
879	615261	6376349
880	615971	6375761
881	616694	6375307
882	617401	6374687
883	618107	6374058
884	618824	6373544
885	619534	6372955
886	620246	6372387
887	620951	6371744
888	621659	6371133
889	622363	6370487
890	623065	6369817
891	623760	6369067
892	624464	6368422
893	625178	6367870
894	625900	6367400
895	626616	6366867
896	627338	6366400
897	628043	6365760
898	628758	6365214
899	629477	6364712
900	630182	6364073
901	630908	6363641
902	631614	6363004
903	632319	6362368
904	633021	6361690
905	633736	6361151
906	634445	6360543
907	635164	6360039
908	635883	6359529
909	636607	6359082
910	637331	6358622
911	638055	6358169
912	638761	6357527
913	639481	6357034
914	640195	6356478
915	640895	6355776
916	641593	6355066
917	642305	6354486
918	643032	6354061
919	643751	6353544
920	644468	6353022
921	645174	6352380
922	645897	6351905
923	646605	6351286
924	647323	6350767
925	648039	6350229
926	648746	6349598
927	649479	6349223
928	650209	6348818
929	650928	6348299
930	651637	6347691
931	651647	6340282
932	652385	6339957
933	653095	6339366
934	653825	6338957
935	654556	6338568
936	655283	6338132
937	656002	6337623
938	656720	6337105
939	657443	6336634
940	658148	6335987
941	658874	6335543
942	659583	6334937
943	660304	6334444
944	661027	6333975
945	661756	6333558
946	662487	6333153
947	663206	6332646
948	663931	6332189
949	664647	6331639
950	665363	6331098
951	666082	6330584
952	666787	6329937
953	667503	6329384
954	668209	6328744
955	668924	6328197
956	669644	6327682
957	670368	6327211
958	671118	6326992
959	671870	6326783
960	672595	6326318
961	673317	6325820
962	674051	6325440
963	674770	6324918
964	675500	6324505
965	676234	6324126
966	676956	6323628
967	677691	6323255
968	678422	6322839
969	679174	6322622
970	679881	6321984
971	680605	6321506
972	681321	6320952
973	682042	6320451
974	682742	6319747
975	683458	6319187
976	684165	6318549
977	684869	6317889
978	685584	6317322
979	686291	6316678
980	687024	6316281
981	687734	6315669
982	688454	6315149
983	689168	6314578
984	689877	6313958
985	690578	6313263
986	691272	6312502
987	691983	6311896
988	692695	6311299
989	693407	6310704
990	694114	6310070
991	694835	6309555
992	695549	6308980
993	696272	6308478
994	696974	6307797
995	697687	6307211
996	698399	6306610
997	699106	6305968
998	699802	6305225
999	700503	6304531
1000	701196	6303765
1001	701912	6303204
1002	702625	6302609
1003	703328	6301934
1004	704035	6301292
1005	704748	6300705
1006	705466	6300154
1007	706183	6299607
1008	706888	6298943
1009	707604	6298380
1010	708317	6297790
1011	709013	6297053
1012	709713	6296344
1013	710423	6295728
1014	711131	6295088
1015	711827	6294352
1016	712544	6293789
1017	713260	6293230
1018	713971	6292616
1019	714685	6292034
1020	715393	6291403
1021	716104	6290786
1022	716808	6290114
1023	717526	6289571
1024	718236	6288947
1025	718938	6288260
1026	719664	6287780
1027	720372	6287146
1028	721092	6286612
1029	721797	6285945
1030	722508	6285335
1031	723233	6284845
1032	723956	6284336
1033	724686	6283884
1034	725399	6283295
1035	726103	6282619
1036	726807	6281939
1037	727534	6281467
1038	728240	6280808
1039	728928	6279998
1040	729625	6279263
1041	730327	6278577
1042	731047	6278034
1043	731770	6277521
1044	732468	6276797
1045	733178	6276177
1046	733896	6275617
1047	734614	6275065
1048	735322	6274422
1049	736023	6273720
1050	736731	6273081
1051	737427	6272338
1052	738150	6271824
1053	738855	6271157
1054	739563	6270518
1055	740276	6269916
1056	740965	6269113
1057	741670	6268444
1058	742371	6267746
1059	743095	6267241
1060	743795	6266532
1061	744512	6265959
1062	745223	6265342
1063	745938	6264762
1064	746657	6264214
1065	747371	6263618
1066	748096	6263114
1067	748806	6262487
1068	749530	6261976
1069	750208	6261082
1070	750930	6260559
1071	751643	6259957
1072	752362	6259402
1073	753074	6258788
1074	753791	6258225
1075	754495	6257543
1076	755204	6256909
1077	755902	6256179
1078	756603	6255475
1079	757308	6254809
1080	758006	6254079
1081	758714	6253430
1082	759436	6252900
1083	760149	6252302
1084	760880	6251846
1085	761603	6251317
1086	762314	6250698
1087	763016	6250005
1088	763732	6249424
1089	764450	6248858
1090	765148	6248129
1091	765863	6247538
1092	766572	6246899
1093	767289	6246328
1094	768012	6245798
1095	768722	6245167
1096	769440	6244598
1097	770166	6244101
1098	770889	6243574
1099	771593	6242890
1100	772298	6242221
1101	772990	6241439
1102	773714	6240925
1103	774446	6240470
1104	775166	6239911
1105	775896	6239440
1106	776599	6238750
1107	777306	6238095
1108	778011	6237422
1109	778709	6236692
1110	779443	6236249
1111	780161	6235677
1112	780885	6235155
1113	781614	6234677
1114	782326	6234053
1115	783043	6233478
1116	783753	6232840
1117	784470	6232259
1118	785198	6231769
1119	785926	6231272
1120	786652	6230768
1121	787375	6230228
1122	788082	6229570
1123	788790	6228914
1124	789511	6228371
1125	790227	6227777
1126	790923	6227033
1127	791635	6226412
1128	792358	6225871
1129	793073	6225273
1130	793792	6224709
1131	794503	6224077
1132	795231	6223578
1133	795958	6223073
1134	796680	6222528
1135	797398	6221951
1136	798114	6221365
1137	798827	6220744
1138	799544	6220162
1139	800269	6219638
1140	800994	6219118
1141	801714	6218548
1142	802428	6217944
1143	803141	6217328
1144	803861	6216766
1145	804573	6216137
1146	805286	6215521
1147	806003	6214934
1148	806729	6214417
1149	806836	6209135
1150	807548	6208509
1151	808268	6207948
1152	808984	6207360
1153	809705	6206802
1154	810443	6206383
1155	811146	6205693
1156	811845	6204966
1157	812567	6204419
1158	813283	6203827
1159	813994	6203202
1160	814697	6202505
1161	815420	6201965
1162	816138	6201386
1163	816854	6200798
1164	817573	6200221
1165	818277	6199540
1166	818979	6198837
1167	819676	6198098
1168	820375	6197378
1169	821109	6196923
1170	821824	6196319
1171	822531	6195657
1172	823231	6194939
1173	823918	6194123
1174	824618	6193411
1175	825323	6192729
1176	826034	6192098
1177	826745	6191469
1178	827460	6190862
1179	828160	6190146
1180	828852	6189373
1181	829568	6188775
1182	830290	6188223
1183	830992	6187521
1184	831709	6186934
1185	832406	6186197
1186	833113	6185534
1187	833824	6184897
1188	834526	6184201
1189	835243	6183606
1190	835936	6182840
1191	836632	6182095
1192	837351	6181522
1193	838056	6180841
1194	838766	6180201
1195	839485	6179622
1196	840190	6178941
1197	840903	6178321
1198	841591	6177523
1199	842295	6176831
1200	843019	6176293
1201	843733	6175683
1202	844447	6175068
1203	845161	6174453
1204	845862	6173742
1205	846582	6173175
1206	847294	6172544
1207	848011	6171952
1208	848728	6171355
1209	849433	6170676
1210	850153	6170107
1211	850881	6169591
1212	851593	6168965
1213	852311	6168378
1214	853031	6167802
1215	853739	6167143
1216	854453	6166531
1217	855165	6165895
1218	855862	6165160
1219	856575	6164533
1220	857289	6163920
1221	857997	6163257
1222	858698	6162545
1223	859430	6162057
1224	860142	6161429
1225	860845	6160730
1226	861549	6160041
1227	862258	6159391
1228	862966	6158733
1229	863687	6158162
1230	864404	6157566
1231	865118	6156948
1232	865835	6156346
1233	866544	6155696
1234	867247	6154997
1235	867993	6154609
1236	868704	6153970
1237	869431	6153441
1238	870139	6152775
1239	870852	6152151
1240	871565	6151526
1241	872276	6150885
1242	872989	6150259
1243	873694	6149573
1244	874412	6148977
1245	875125	6148351
1246	875823	6147621
1247	876536	6146993
1248	877246	6146341
1249	877959	6145719
1250	878669	6145070
1251	879378	6144410
1252	880086	6143751
1253	880798	6143115
1254	881504	6142432
1255	882212	6141774
1256	882912	6141051
1257	883640	6140529
1258	884356	6139917
1259	885060	6139227
1260	885768	6138567
1261	886472	6137873
1262	887178	6137196
1263	887884	6136521
1264	888585	6135804
1265	889301	6135193
1266	890016	6134578
1267	890729	6133954
1268	891432	6133252
1269	892135	6132552
1270	892843	6131892
1271	893541	6131155
1272	894263	6130586
1273	894984	6130010
1274	895715	6129506
1275	896437	6128936
1276	897151	6128309
1277	897871	6127726
1278	898578	6127058
1279	899306	6126528
1280	900023	6125918
1281	900729	6125245
1282	901453	6124687
1283	902163	6124033
1284	902880	6123425
1285	903606	6122885
1286	904328	6122309
1287	905054	6121765
1288	905781	6121228
1289	906503	6120658
1290	907221	6120052
1291	907943	6119481
1292	908659	6118872
1293	909377	6118268
1294	910073	6117518
1295	910790	6116910
1296	911498	6116244
1297	912228	6115727
1298	912947	6115131
1299	913673	6114585
1300	914422	6114191
1301	915262	6114406
1302	915976	6113772
1303	916696	6113186
1304	917433	6112705
1305	918161	6112174
1306	918882	6111587
1307	919604	6111013
1308	920328	6110444
1309	921053	6109888
1310	921774	6109305
1311	922499	6108748
1312	923215	6108128
1313	923925	6107471
1314	924628	6106765
1315	925329	6106052
1316	926047	6105442
1317	926756	6104781
1318	927464	6104110
1319	928176	6103465
1320	928890	6102833
1321	929577	6102022
1322	930288	6101372
1323	931004	6100751
1324	931707	6100044
1325	932419	6099399
1326	933120	6098683
1327	933826	6097996
1328	934544	6097391
1329	935251	6096716
1330	935946	6095957
1331	936656	6095300
1332	937372	6094679
1333	938089	6094064
1334	938806	6093454
1335	939517	6092796
1336	940225	6092127
1337	940946	6091538
1338	941671	6090974
1339	942363	6090201
1340	943078	6089571
1341	943782	6088876
1342	944489	6088197
1343	945198	6087527
1344	945919	6086939
1345	946625	6086254
1346	947332	6085572
1347	948049	6084960
1348	948752	6084251
1349	949466	6083615
1350	950163	6082872
1351	950878	6082245
1352	951595	6081631
1353	952308	6080991
1354	953029	6080395
1355	953754	6079834
1356	954460	6079148
1357	955177	6078529
1358	955888	6077878
1359	956599	6077221
1360	957321	6076635
1361	958030	6075966
1362	958740	6075305
1363	959440	6074578
1364	960135	6073821
1365	960840	6073133
1366	961561	6072539
1367	962273	6071888
1368	962984	6071232
1369	963698	6070598
1370	964418	6069996
1371	965123	6069303
1372	965835	6068657
1373	966545	6067994
1374	967252	6067311
1375	967970	6066700
1376	968692	6066108
1377	969398	6065422
1378	970103	6064729
1379	970815	6064081
1380	971536	6063484
1381	972235	6062751
1382	972944	6062086
1383	973658	6061448
1384	974372	6060806
1385	975075	6060098
1386	975779	6059400
1387	976488	6058732
1388	977194	6058041
1389	977916	6057451
1390	978636	6056854
1391	979357	6056259
1392	980062	6055563
1393	980766	6054859
1394	981471	6054164
1395	982173	6053450
1396	982876	6052744
1397	983592	6052117
1398	984315	6051534
1399	985036	6050938
1400	985755	6050331
1401	986478	6049747
1402	987189	6049087
1403	987906	6048463
1404	988611	6047768
1405	989321	6047103
1406	990033	6046451
1407	990746	6045808
1408	991458	6045150
1409	992158	6044424
1410	992876	6043809
1411	993596	6043208
1412	994302	6042518
1413	995016	6041875
1414	995730	6041233
1415	996447	6040611
1416	997166	6040001
1417	997877	6039338
1418	998601	6038762
1419	999316	6038121
1420	1000024	6037447
1421	1000744	6036839
1422	1001462	6036223
1423	1002168	6035532
1424	1002861	6034762
1425	1003558	6034020
1426	1004262	6033316
1427	1004988	6032744
1428	1005717	6032190
1429	1006425	6031516
1430	1007149	6030934
1431	1007854	6030237
1432	1008560	6029545
1433	1009278	6028924
1434	1009992	6028282
1435	1010719	6027714
1436	1011437	6027095
1437	1012136	6026366
1438	1012844	6025685
1439	1013560	6025052
1440	1014282	6024459
1441	1015004	6023861
1442	1015727	6023269
1443	1016453	6022696
1444	1017170	6022068
1445	1017871	6021352
1446	1018605	6020822
1447	1019318	6020171
1448	1020028	6019502
1449	1020746	6018883
1450	1021476	6018333
1451	1022188	6017674
1452	1022911	6017085
1453	1023630	6016470
1454	1024340	6015800
1455	1025066	6015224
1456	1025785	6014607
1457	1026508	6014013
1458	1027232	6013430
1459	1027961	6012868
1460	1028670	6012193
1461	1029393	6011602
1462	1030120	6011029
1463	1030848	6010465
1464	1031577	6009909
1465	1032300	6009310
1466	1033016	6008678
1467	1033735	6008059
1468	1034450	6007417
1469	1035161	6006753
1470	1035886	6006170
1471	1036601	6005530
1472	1037315	6004880
1473	1038034	6004264
1474	1038738	6003557
1475	1039456	6002934
1476	1040171	6002290
1477	1040886	6001646
1478	1041587	6000926
1479	1042294	6000235
1480	1043017	5999641
1481	1043739	5999036
1482	1044439	5998308
1483	1045142	5997597
1484	1045842	5996869
1485	1046555	5996211
1486	1047278	5995614
1487	1047986	5994933
1488	1048694	5994248
1489	1049403	5993573
