iter	Passed	Remaining
2627	1880870	5276170
2628	1881635	5275593
2629	1882366	5274921
2630	1883105	5274269
2631	1883852	5273641
2632	1884590	5272989
2633	1885337	5272358
2634	1886073	5271700
2635	1886777	5270952
2636	1887504	5270267
2637	1888240	5269607
2638	1888961	5268906
2639	1889683	5268209
2640	1890414	5267536
2641	1891188	5266981
2642	1891909	5266280
2643	1892656	5265651
2644	1893399	5265011
2645	1894147	5264384
2646	1894894	5263755
2647	1895637	5263114
2648	1896368	5262440
2649	1897133	5261862
2650	1897952	5261432
2651	1898712	5260837
2652	1899493	5260300
2653	1900229	5259640
2654	1900960	5258965
2655	1901686	5258277
2656	1902434	5257649
2657	1903182	5257021
2658	1903964	5256489
2659	1904703	5255835
2660	1905446	5255193
2661	1906183	5254536
2662	1906922	5253881
2663	1907656	5253217
2664	1908376	5252510
2665	1909118	5251866
2666	1909861	5251224
2667	1910583	5250523
2668	1911319	5249862
2669	1912090	5249296
2670	1912875	5248769
2671	1913651	5248217
2672	1914430	5247673
2673	1915186	5247066
2674	1915925	5246412
2675	1916655	5245734
2676	1917381	5245045
2677	1918124	5244401
2678	1918864	5243749
2679	1919589	5243058
2680	1920327	5242401
2681	1921057	5241723
2682	1921827	5241151
2683	1922622	5240649
2684	1923364	5240003
2685	1924090	5239315
2686	1924816	5238623
2687	1925549	5237952
2688	1926274	5237260
2689	1926992	5236548
2690	1927714	5235846
2691	1928434	5235142
2692	1929155	5234436
2693	1929860	5233689
2694	1930582	5232989
2695	1931316	5232321
2696	1932041	5231628
2697	1932764	5230929
2698	1933486	5230226
2699	1934247	5229631
2700	1934971	5228935
2701	1935767	5228436
2702	1936494	5227748
2703	1937234	5227093
2704	1937951	5226378
2705	1938700	5225750
2706	1939400	5224991
2707	1940137	5224328
2708	1940893	5223719
2709	1941648	5223105
2710	1942444	5222602
2711	1943186	5221956
2712	1943930	5221312
2713	1944638	5220573
2714	1945400	5219977
2715	1946205	5219499
2716	1947040	5219099
2717	1947883	5218721
2718	1948719	5218324
2719	1949482	5217732
2720	1950288	5217255
2721	1951032	5216609
2722	1951768	5215944
2723	1952513	5215303
2724	1953257	5214661
2725	1953996	5214003
2726	1954725	5213317
2727	1955476	5212692
2728	1956214	5212030
2729	1956956	5211383
2730	1957676	5210673
2731	1958412	5210008
2732	1959146	5209337
2733	1959919	5208768
2734	1960669	5208139
2735	1961421	5207517
2736	1962159	5206854
2737	1962882	5206156
2738	1963607	5205460
2739	1964345	5204798
2740	1965076	5204118
2741	1965818	5203467
2742	1966569	5202841
2743	1967302	5202166
2744	1968031	5201482
2745	1968766	5200813
2746	1969504	5200150
2747	1970251	5199515
2748	1970959	5198773
2749	1971672	5198046
2750	1972407	5197377
2751	1973138	5196695
2752	1973857	5195985
2753	1974590	5195309
2754	1975354	5194716
2755	1976128	5194148
2756	1976940	5193682
2757	1977750	5193207
2758	1978511	5192605
2759	1979255	5191958
2760	1980006	5191331
2761	1980755	5190698
2762	1981484	5190012
2763	1982245	5189410
2764	1982999	5188788
2765	1983760	5188187
2766	1984499	5187525
2767	1985329	5187103
2768	1986260	5186943
2769	1987128	5186621
2770	1987925	5186109
2771	1988698	5185537
2772	1989430	5184860
2773	1990159	5184173
2774	1990887	5183480
2775	1991623	5182813
2776	1992346	5182110
2777	1993071	5181411
2778	1993794	5180708
2779	1994522	5180019
2780	1995258	5179349
2781	1996010	5178720
2782	1996755	5178076
2783	1997496	5177418
2784	1998240	5176771
2785	1998977	5176103
2786	1999769	5175579
2787	2000557	5175044
2788	2001330	5174470
2789	2002074	5173820
2790	2002808	5173143
2791	2003565	5172529
2792	2004287	5171823
2793	2005014	5171128
2794	2005777	5170527
2795	2006518	5169871
2796	2007258	5169211
2797	2007988	5168525
2798	2008742	5167902
2799	2009517	5167329
2800	2010306	5166795
2801	2011099	5166271
2802	2011867	5165683
2803	2012613	5165039
2804	2013331	5164319
2805	2014052	5163612
2806	2014810	5162996
2807	2015582	5162416
2808	2016356	5161843
2809	2017115	5161231
2810	2017891	5160661
2811	2018667	5160093
2812	2019440	5159516
2813	2020278	5159104
2814	2021103	5158659
2815	2021917	5158186
2816	2022715	5157673
2817	2023483	5157081
2818	2024234	5156448
2819	2024967	5155768
2820	2025692	5155068
2821	2026403	5154331
2822	2027169	5153736
2823	2027893	5153031
2824	2028618	5152332
2825	2029344	5151633
2826	2030054	5150895
2827	2030781	5150200
2828	2031515	5149521
2829	2032243	5148827
2830	2032969	5148131
2831	2033681	5147396
2832	2034405	5146694
2833	2035122	5145974
2834	2035852	5145284
2835	2036595	5144629
2836	2037334	5143964
2837	2038108	5143387
2838	2038850	5142730
2839	2039596	5142081
2840	2040325	5141389
2841	2041045	5140676
2842	2041815	5140088
2843	2042543	5139395
2844	2043310	5138799
2845	2044037	5138102
2846	2044779	5137445
2847	2045549	5136857
2848	2046317	5136265
2849	2047073	5135640
2850	2047833	5135027
2851	2048677	5134623
2852	2049472	5134097
2853	2050281	5133607
2854	2051044	5132998
2855	2051775	5132312
2856	2052519	5131657
2857	2053259	5130992
2858	2053999	5130330
2859	2054730	5129642
2860	2055470	5128976
2861	2056211	5128314
2862	2056943	5127630
2863	2057667	5126924
2864	2058416	5126284
2865	2059156	5125618
2866	2059902	5124969
2867	2060739	5124545
2868	2061500	5123932
2869	2062246	5123280
2870	2062981	5122603
2871	2063692	5121865
2872	2064423	5121179
2873	2065154	5120491
2874	2065876	5119780
2875	2066615	5119113
2876	2067386	5118523
2877	2068211	5118070
2878	2069033	5117606
2879	2069825	5117069
2880	2070579	5116437
2881	2071323	5115781
2882	2072060	5115108
2883	2072797	5114434
2884	2073529	5113747
2885	2074259	5113057
2886	2074991	5112369
2887	2075728	5111696
2888	2076449	5110985
2889	2077171	5110272
2890	2077905	5109592
2891	2078641	5108916
2892	2079357	5108190
2893	2080075	5107470
2894	2080791	5106742
2895	2081505	5106013
2896	2082240	5105335
2897	2082969	5104640
2898	2083719	5103998
2899	2084440	5103284
2900	2085169	5102591
2901	2085896	5101892
2902	2086616	5101177
2903	2087346	5100485
2904	2088061	5099758
2905	2088809	5099110
2906	2089544	5098431
2907	2090258	5097699
2908	2090980	5096990
2909	2091711	5096301
2910	2092445	5095619
2911	2093160	5094889
2912	2093889	5094195
2913	2094607	5093475
2914	2095340	5092790
2915	2096058	5092071
2916	2096772	5091339
2917	2097489	5090617
2918	2098206	5089895
2919	2098927	5089179
2920	2099132	5087216
2921	2099857	5086512
2922	2100561	5085760
2923	2101286	5085057
2924	2102003	5084333
2925	2102722	5083615
2926	2103456	5082933
2927	2104179	5082226
2928	2104905	5081525
2929	2105625	5080810
2930	2106362	5080136
2931	2107071	5079393
2932	2107792	5078679
2933	2108533	5078016
2934	2109255	5077304
2935	2109983	5076609
2936	2110711	5075911
2937	2111442	5075224
2938	2112162	5074508
2939	2112884	5073797
2940	2113594	5073058
2941	2114319	5072353
2942	2115032	5071622
2943	2115758	5070920
2944	2116464	5070171
2945	2117193	5069478
2946	2117904	5068741
2947	2118613	5067998
2948	2119330	5067275
2949	2120040	5066538
2950	2120753	5065806
2951	2121482	5065110
2952	2122188	5064362
2953	2122892	5063607
2954	2123604	5062875
2955	2124342	5062201
2956	2125071	5061508
2957	2125770	5060741
2958	2126496	5060041
2959	2127209	5059310
2960	2127926	5058587
2961	2128659	5057901
2962	2129362	5057146
2963	2130051	5056356
2964	2130778	5055657
2965	2131496	5054937
2966	2132211	5054211
2967	2132910	5053444
2968	2133629	5052727
2969	2134343	5051997
2970	2135064	5051284
2971	2135777	5050553
2972	2136472	5049778
2973	2137188	5049053
2974	2137915	5048353
2975	2138624	5047612
2976	2139333	5046872
2977	2140049	5046148
2978	2140769	5045433
2979	2141489	5044717
2980	2142208	5043998
2981	2142931	5043291
2982	2143638	5042544
2983	2144358	5041829
2984	2145065	5041083
2985	2145770	5040334
2986	2146499	5039638
2987	2147232	5038954
2988	2147929	5038184
2989	2148643	5037455
2990	2149371	5036758
2991	2150093	5036048
2992	2150821	5035351
2993	2151539	5034631
2994	2152257	5033911
2995	2152974	5033188
2996	2153682	5032445
2997	2154391	5031704
2998	2155099	5030961
2999	2155814	5030233
3000	2156534	5029519
3001	2157240	5028771
3002	2157969	5028075
3003	2158737	5027473
3004	2159463	5026770
3005	2160177	5026042
3006	2160885	5025298
3007	2161615	5024606
3008	2162349	5023922
3009	2163076	5023223
3010	2163805	5022528
3011	2164527	5021819
3012	2165255	5021121
3013	2165973	5020401
3014	2166701	5019703
3015	2167433	5019017
3016	2168160	5018317
3017	2168877	5017594
3018	2169599	5016884
3019	2170321	5016174
3020	2171048	5015475
3021	2171755	5014729
3022	2172487	5014041
3023	2173231	5013379
3024	2173982	5012736
3025	2174686	5011984
3026	2175437	5011339
3027	2176186	5010690
3028	2176929	5010027
3029	2177662	5009342
3030	2178428	5008733
3031	2179154	5008029
3032	2179879	5007326
3033	2180596	5006603
3034	2181325	5005908
3035	2182057	5005221
3036	2182779	5004508
3037	2183500	5003796
3038	2184220	5003080
3039	2184948	5002381
3040	2185672	5001675
3041	2186363	5000893
3042	2187091	5000195
3043	2187809	4999476
3044	2188527	4998754
3045	2189229	4997998
3046	2189940	4997262
3047	2190644	4996508
3048	2191379	4995828
3049	2192138	4995200
3050	2192858	4994485
3051	2193587	4993789
3052	2194315	4993092
3053	2195037	4992381
3054	2195766	4991684
3055	2196498	4990995
3056	2197221	4990287
3057	2197936	4989559
3058	2198643	4988815
3059	2199352	4988073
3060	2200058	4987327
3061	2200781	4986617
3062	2201496	4985889
3063	2202189	4985113
3064	2202897	4984370
3065	2203605	4983627
3066	2204325	4982911
3067	2205040	4982183
3068	2205752	4981449
3069	2206490	4980775
3070	2207229	4980101
3071	2208027	4979562
3072	2208775	4978908
3073	2209521	4978252
3074	2210278	4977618
3075	2211027	4976967
3076	2211762	4976285
3077	2212502	4975614
3078	2213259	4974981
3079	2214016	4974349
3080	2214748	4973660
3081	2215492	4972996
3082	2216233	4972328
3083	2216963	4971633
3084	2217693	4970940
3085	2218451	4970308
3086	2219197	4969651
3087	2219935	4968974
3088	2220685	4968326
3089	2221427	4967658
3090	2222179	4967013
3091	2222932	4966371
3092	2223664	4965680
3093	2224410	4965022
3094	2225156	4964363
3095	2225888	4963673
3096	2226638	4963023
3097	2227404	4962409
3098	2228134	4961715
3099	2228874	4961044
3100	2229640	4960428
3101	2230419	4959843
3102	2231178	4959213
3103	2231914	4958530
3104	2232637	4957822
3105	2233353	4957096
3106	2234099	4956436
3107	2234831	4955746
3108	2235567	4955063
3109	2236285	4954343
3110	2237001	4953616
3111	2237743	4952948
3112	2238467	4952240
3113	2239191	4951531
3114	2239913	4950820
3115	2240628	4950092
3116	2241350	4949379
3117	2242069	4948660
3118	2242786	4947936
3119	2243511	4947229
3120	2244234	4946519
3121	2244961	4945819
3122	2245677	4945092
3123	2246422	4944430
3124	2247144	4943717
3125	2247882	4943040
3126	2248623	4942370
3127	2249370	4941711
3128	2250105	4941028
3129	2250840	4940343
3130	2251608	4939732
3131	2252371	4939108
3132	2253139	4938496
3133	2253895	4937858
3134	2254645	4937206
3135	2255370	4936499
3136	2256089	4935779
3137	2256824	4935096
3138	2257549	4934388
3139	2258283	4933702
3140	2259033	4933050
3141	2259772	4932373
3142	2260500	4931675
3143	2261242	4931005
3144	2261988	4930343
3145	2262714	4929639
3146	2263431	4928915
3147	2264177	4928255
3148	2264899	4927540
3149	2265644	4926877
3150	2266388	4926212
3151	2267119	4925519
3152	2267848	4924820
3153	2268593	4924156
3154	2269328	4923471
3155	2270061	4922783
3156	2270806	4922118
3157	2271536	4921423
3158	2272267	4920729
3159	2272976	4919987
3160	2273722	4919325
3161	2274435	4918591
3162	2275165	4917896
3163	2275903	4917216
3164	2276643	4916543
3165	2277396	4915896
3166	2278143	4915236
3167	2278885	4914567
3168	2279620	4913881
3169	2280336	4913153
3170	2281069	4912463
3171	2281806	4911782
3172	2282538	4911090
3173	2283278	4910415
3174	2284004	4909710
3175	2284755	4909058
3176	2285479	4908349
3177	2286207	4907649
3178	2286941	4906961
3179	2287654	4906227
3180	2288360	4905479
3181	2289089	4904780
3182	2289810	4904064
3183	2290526	4903337
3184	2291264	4902659
3185	2291980	4901931
3186	2292702	4901218
3187	2293442	4900542
3188	2294181	4899864
3189	2294897	4899139
3190	2295634	4898456
3191	2296387	4897808
3192	2297122	4897123
3193	2297874	4896473
3194	2298594	4895753
3195	2299333	4895076
3196	2300060	4894372
3197	2300789	4893674
3198	2301525	4892990
3199	2302258	4892299
3200	2302994	4891616
3201	2303723	4890916
3202	2304442	4890196
3203	2305142	4889435
3204	2305852	4888696
3205	2306584	4888002
3206	2307320	4887317
3207	2308048	4886616
3208	2308794	4885952
3209	2309525	4885256
3210	2310236	4884521
3211	2310949	4883786
3212	2311678	4883087
3213	2312417	4882410
3214	2313154	4881727
3215	2313895	4881052
3216	2314654	4880416
3217	2315430	4879816
3218	2316187	4879175
3219	2317029	4878715
3220	2317798	4878098
3221	2318615	4877583
3222	2319356	4876909
3223	2320098	4876237
3224	2320832	4875546
3225	2321585	4874897
3226	2322330	4874231
3227	2323057	4873527
3228	2323806	4872868
3229	2324540	4872178
3230	2325289	4871520
3231	2326029	4870842
3232	2326753	4870134
3233	2327484	4869437
3234	2328238	4868789
3235	2329011	4868180
3236	2329820	4867648
3237	2330622	4867099
3238	2331446	4866596
3239	2332223	4865996
3240	2332977	4865348
3241	2333724	4864684
3242	2334458	4863994
3243	2335206	4863334
3244	2335930	4862622
3245	2336668	4861939
3246	2337415	4861277
3247	2338148	4860585
3248	2338883	4859896
3249	2339633	4859238
3250	2340369	4858552
3251	2341100	4857854
3252	2341841	4857180
3253	2342585	4856509
3254	2343315	4855810
3255	2344056	4855134
3256	2344792	4854447
3257	2345540	4853784
3258	2346275	4853096
3259	2346998	4852384
3260	2347743	4851714
3261	2348463	4850995
3262	2349207	4850324
3263	2349920	4849590
3264	2350699	4848993
3265	2351512	4848465
3266	2352276	4847835
3267	2353056	4847239
3268	2353790	4846546
3269	2354535	4845879
3270	2355261	4845172
3271	2355974	4844437
3272	2356705	4843739
3273	2357444	4843057
3274	2358221	4842454
3275	2358971	4841795
3276	2359764	4841225
3277	2360534	4840607
3278	2361303	4839988
3279	2362049	4839321
3280	2362780	4838623
3281	2363526	4837955
3282	2364287	4837319
3283	2365026	4836637
3284	2365797	4836022
3285	2366537	4835341
3286	2367293	4834694
3287	2368200	4834356
3288	2369007	4833813
3289	2369839	4833320
3290	2370659	4832803
3291	2371397	4832119
3292	2372136	4831436
3293	2372859	4830720
3294	2373590	4830023
3295	2374303	4829286
3296	2375029	4828577
3297	2375745	4827849
3298	2376465	4827127
3299	2377192	4826421
3300	2377909	4825693
3301	2378652	4825020
3302	2379370	4824294
3303	2380107	4823607
3304	2380848	4822928
3305	2381608	4822288
3306	2382350	4821613
3307	2383095	4820941
3308	2383816	4820222
3309	2384549	4819528
3310	2385283	4818834
3311	2386018	4818143
3312	2386740	4817425
3313	2387457	4816699
3314	2388177	4815977
3315	2388906	4815274
3316	2389631	4814563
3317	2390377	4813895
3318	2391140	4813260
3319	2391902	4812622
3320	2392658	4811974
3321	2393420	4811337
3322	2394161	4810658
3323	2394907	4809989
3324	2395633	4809279
3325	2396359	4808569
3326	2397082	4807855
3327	2397801	4807131
3328	2398525	4806417
3329	2399260	4805725
3330	2399986	4805016
3331	2400713	4804309
3332	2401461	4803644
3333	2402265	4803089
3334	2403052	4802502
3335	2403805	4801847
3336	2404575	4801224
3337	2405355	4800622
3338	2406119	4799987
3339	2406864	4799317
3340	2407602	4798631
3341	2408349	4797962
3342	2409070	4797243
3343	2409794	4796529
3344	2410531	4795840
3345	2411279	4795174
3346	2412037	4794528
3347	2412797	4793886
3348	2413553	4793235
3349	2414292	4792551
3350	2415025	4791854
3351	2415775	4791192
3352	2416528	4790534
3353	2417281	4789878
3354	2418031	4789216
3355	2418780	4788550
3356	2419543	4787913
3357	2420313	4787291
3358	2421095	4786690
3359	2421857	4786051
3360	2422627	4785427
3361	2423419	4784847
3362	2424209	4784262
3363	2424966	4783614
3364	2425710	4782938
3365	2426449	4782254
3366	2427181	4781554
3367	2427921	4780872
3368	2428653	4780172
3369	2429400	4779503
3370	2430130	4778799
3371	2430888	4778152
3372	2431665	4777542
3373	2432435	4776917
3374	2433224	4776330
3375	2434045	4775804
3376	2434794	4775138
3377	2435521	4774429
3378	2436246	4773716
3379	2437031	4773120
3380	2437777	4772449
3381	2438570	4771869
3382	2439392	4771345
3383	2440166	4770726
3384	2440908	4770047
3385	2441648	4769362
3386	2442359	4768622
3387	2443097	4767933
3388	2443829	4767234
3389	2444560	4766531
3390	2445262	4765774
3391	2445982	4765050
3392	2446711	4764346
3393	2447438	4763635
3394	2448172	4762939
3395	2448891	4762213
3396	2449616	4761501
3397	2450335	4760775
3398	2451062	4760066
3399	2451800	4759377
3400	2452541	4758694
3401	2453284	4758017
3402	2454015	4757314
3403	2454745	4756609
3404	2455480	4755915
3405	2456201	4755195
3406	2456944	4754515
3407	2457703	4753867
3408	2458446	4753189
3409	2459175	4752482
3410	2459910	4751787
3411	2460649	4751102
3412	2461367	4750373
3413	2462089	4749654
3414	2462831	4748972
3415	2463567	4748280
3416	2464294	4747570
3417	2465025	4746869
3418	2465755	4746165
3419	2466541	4745567
3420	2467376	4745066
3421	2468194	4744531
3422	2469021	4744012
3423	2469787	4743377
3424	2470524	4742685
3425	2471263	4741997
3426	2471980	4741268
3427	2472726	4740593
3428	2473466	4739908
3429	2474200	4739211
3430	2474928	4738504
3431	2475668	4737817
3432	2476424	4737163
3433	2477201	4736547
3434	2477985	4735946
3435	2478786	4735376
3436	2479627	4734882
3437	2480423	4734304
3438	2481223	4733733
3439	2482050	4733213
3440	2482819	4732582
3441	2483573	4731922
3442	2484340	4731286
3443	2485081	4730601
3444	2485837	4729946
3445	2486591	4729286
3446	2487323	4728585
3447	2488084	4727938
3448	2488865	4727328
3449	2489691	4726804
3450	2490489	4726229
3451	2491264	4725609
3452	2491999	4724911
3453	2492748	4724241
3454	2493511	4723599
3455	2494265	4722937
3456	2495007	4722254
3457	2495813	4721691
3458	2496560	4721017
3459	2497325	4720377
3460	2498121	4719796
3461	2498964	4719304
3462	2499763	4718728
3463	2500542	4718113
3464	2501325	4717507
3465	2502100	4716884
3466	2502883	4716279
3467	2503643	4715627
3468	2504385	4714943
3469	2505157	4714316
3470	2505914	4713661
3471	2506675	4713011
3472	2507428	4712349
3473	2508168	4711660
3474	2508917	4710989
3475	2509655	4710297
3476	2510393	4709604
3477	2511141	4708932
3478	2511880	4708241
3479	2512630	4707571
3480	2513379	4706901
3481	2514136	4706244
3482	2514876	4705555
3483	2515623	4704879
3484	2516412	4704283
3485	2517186	4703658
3486	2517966	4703044
3487	2518717	4702377
3488	2519518	4701800
3489	2520274	4701141
3490	2521017	4700458
3491	2521757	4699771
3492	2522488	4699063
3493	2523224	4698367
3494	2523966	4697682
3495	2524729	4697036
3496	2525475	4696359
3497	2526205	4695650
3498	2526937	4694947
3499	2527683	4694268
3500	2528427	4693588
3501	2529154	4692873
3502	2529884	4692166
3503	2530625	4691478
3504	2531361	4690782
3505	2532102	4690095
3506	2532837	4689396
3507	2533615	4688778
3508	2534390	4688152
3509	2535194	4687582
3510	2535961	4686942
3511	2536708	4686265
3512	2537442	4685565
3513	2538160	4684834
3514	2538894	4684133
3515	2539621	4683420
3516	2540365	4682738
3517	2541102	4682041
3518	2541825	4681322
3519	2542573	4680647
3520	2543296	4679924
3521	2544019	4679204
3522	2544741	4678482
3523	2545460	4677753
3524	2546204	4677070
3525	2546927	4676349
3526	2547648	4675624
3527	2548374	4674909
3528	2549111	4674213
3529	2549840	4673503
3530	2550564	4672784
3531	2551301	4672088
3532	2552050	4671414
3533	2552794	4670731
3534	2553531	4670037
3535	2554272	4669349
3536	2555016	4668666
3537	2555780	4668020
3538	2556564	4667408
3539	2557354	4666810
3540	2558141	4666205
3541	2558915	4665577
3542	2559667	4664909
3543	2560406	4664217
3544	2561142	4663519
3545	2561870	4662806
3546	2562610	4662116
3547	2563359	4661442
3548	2564100	4660752
3549	2564842	4660065
3550	2565581	4659372
3551	2566332	4658701
3552	2567077	4658021
3553	2567820	4657335
3554	2568546	4656620
3555	2569289	4655934
3556	2570025	4655236
3557	2570765	4654545
3558	2571500	4653845
3559	2572262	4653193
3560	2573050	4652590
3561	2573855	4652015
3562	2574606	4651344
3563	2575366	4650689
3564	2576133	4650047
3565	2576884	4649375
3566	2577627	4648689
3567	2578358	4647982
3568	2579084	4647265
3569	2579810	4646548
3570	2580545	4645849
3571	2581298	4645180
3572	2582047	4644505
3573	2582803	4643842
3574	2583536	4643138
3575	2584271	4642438
3576	2585003	4641732
3577	2585753	4641059
3578	2586463	4640314
3579	2587193	4639603
3580	2587925	4638897
3581	2588656	4638190
3582	2589420	4637542
3583	2590199	4636919
3584	2590960	4636265
3585	2591701	4635574
3586	2592445	4634890
3587	2593176	4634183
3588	2593923	4633503
3589	2594657	4632801
3590	2595383	4632083
3591	2596141	4631424
3592	2596885	4630738
3593	2597629	4630054
3594	2598373	4629368
3595	2599123	4628694
3596	2599882	4628036
3597	2600665	4627420
3598	2601438	4626786
3599	2602184	4626105
3600	2602930	4625424
3601	2603659	4624711
3602	2604388	4623999
3603	2605132	4623315
3604	2605878	4622633
3605	2606674	4622040
3606	2607523	4621541
3607	2608400	4621091
3608	2609228	4620553
3609	2609985	4619890
3610	2610714	4619179
3611	2611444	4618468
3612	2612196	4617796
3613	2612951	4617130
3614	2613687	4616429
3615	2614423	4615730
3616	2615236	4615164
3617	2615995	4614505
3618	2616746	4613833
3619	2617493	4613150
3620	2618216	4612429
3621	2618948	4611721
3622	2619686	4611023
3623	2620428	4610334
3624	2621159	4609625
3625	2621895	4608924
3626	2622680	4608310
3627	2623460	4607687
3628	2624198	4606989
3629	2624940	4606300
3630	2625707	4605654
3631	2626491	4605037
3632	2627248	4604374
3633	2628004	4603707
3634	2628759	4603041
3635	2629521	4602386
3636	2630285	4601734
3637	2631045	4601075
3638	2631785	4600381
3639	2632530	4599696
3640	2633280	4599020
3641	2634036	4598352
3642	2634775	4597658
3643	2635518	4596969
3644	2636255	4596269
3645	2636999	4595583
3646	2637853	4595087
3647	2638666	4594519
3648	2639442	4593889
3649	2640217	4593254
3650	2640979	4592598
3651	2641740	4591941
3652	2642514	4591305
3653	2643397	4590859
3654	2644378	4590582
3655	2645283	4590174
3656	2646179	4589750
3657	2647066	4589310
3658	2647906	4588787
3659	2648651	4588100
3660	2649396	4587413
3661	2650153	4586748
3662	2650916	4586093
3663	2651695	4585465
3664	2652498	4584877
3665	2653272	4584240
3666	2654043	4583598
3667	2654806	4582942
3668	2655568	4582284
3669	2656311	4581594
3670	2657071	4580933
3671	2657837	4580281
3672	2658595	4579616
3673	2659359	4578962
3674	2660112	4578288
3675	2660871	4577626
3676	2661623	4576949
3677	2662382	4576286
3678	2663151	4575639
3679	2663918	4574989
3680	2664658	4574293
3681	2665419	4573634
3682	2666169	4572954
3683	2666914	4572266
3684	2667659	4571579
3685	2668406	4570895
3686	2669163	4570227
3687	2669910	4569543
3688	2670657	4568859
3689	2671397	4568162
3690	2672137	4567466
3691	2672910	4566825
3692	2673671	4566165
3693	2674419	4565480
3694	2675162	4564790
3695	2675899	4564088
3696	2676632	4563380
3697	2677377	4562691
3698	2678145	4562043
3699	2678911	4561389
3700	2679649	4560690
3701	2680394	4560001
3702	2681153	4559336
3703	2681895	4558642
3704	2682647	4557967
3705	2683402	4557295
3706	2684174	4556652
3707	2684928	4555979
3708	2685687	4555314
3709	2686443	4554643
3710	2687180	4553941
3711	2687928	4553257
3712	2688697	4552609
3713	2689473	4551974
3714	2690241	4551324
3715	2691001	4550660
3716	2691740	4549961
3717	2692488	4549276
3718	2693255	4548624
3719	2694026	4547980
3720	2694804	4547347
3721	2695564	4546683
3722	2696314	4546001
3723	2697071	4545332
3724	2697815	4544642
3725	2698583	4543991
3726	2699354	4543346
3727	2700103	4542662
3728	2700858	4541990
3729	2701612	4541317
3730	2702352	4540619
3731	2703101	4539936
3732	2703853	4539258
3733	2704606	4538581
3734	2705367	4537918
3735	2706114	4537232
3736	2706837	4536505
3737	2707575	4535804
3738	2708330	4535132
3739	2709097	4534478
3740	2709872	4533839
3741	2710652	4533207
3742	2711425	4532564
3743	2712182	4531895
3744	2712973	4531281
3745	2713791	4530713
3746	2714709	4530311
3747	2715511	4529717
3748	2716310	4529115
3749	2717137	4528562
3750	2718009	4528083
3751	2718784	4527443
3752	2719599	4526868
3753	2720363	4526210
3754	2721105	4525512
3755	2721841	4524808
3756	2722612	4524161
3757	2723376	4523501
3758	2724138	4522837
3759	2724891	4522160
3760	2725626	4521452
3761	2726384	4520783
3762	2727136	4520103
3763	2727912	4519464
3764	2728677	4518805
3765	2729444	4518150
3766	2730207	4517489
3767	2730971	4516830
3768	2731730	4516161
3769	2732487	4515489
3770	2733247	4514822
3771	2734001	4514146
3772	2734771	4513496
3773	2735525	4512820
3774	2736271	4512130
3775	2736993	4511400
3776	2737776	4510770
3777	2738541	4510112
3778	2739272	4509397
3779	2740019	4508708
3780	2740776	4508037
3781	2741515	4507336
3782	2742264	4506650
3783	2743013	4505965
3784	2743739	4505241
3785	2744482	4504546
3786	2745228	4503857
3787	2746005	4503217
3788	2746759	4502539
3789	2747473	4501796
3790	2748207	4501086
3791	2748950	4500391
3792	2749684	4499680
3793	2750438	4499004
3794	2751183	4498312
3795	2751949	4497654
3796	2752697	4496967
3797	2753446	4496281
3798	2754209	4495618
3799	2754960	4494936
3800	2755720	4494266
3801	2756476	4493592
3802	2757225	4492907
3803	2757975	4492222
3804	2758714	4491521
3805	2759450	4490813
3806	2760184	4490103
3807	2760933	4489416
3808	2761673	4488716
3809	2762414	4488017
3810	2763139	4487292
3811	2763889	4486607
3812	2764614	4485882
3813	2765351	4485177
3814	2766098	4484487
3815	2766846	4483798
3816	2767585	4483096
3817	2768318	4482384
3818	2769072	4481706
3819	2769822	4481021
3820	2770573	4480337
3821	2771307	4479628
3822	2772077	4478975
3823	2772829	4478294
3824	2773603	4477646
3825	2774355	4476966
3826	2775109	4476286
3827	2775881	4475637
3828	2776639	4474965
3829	2777408	4474310
3830	2778182	4473664
3831	2778962	4473027
3832	2779795	4472475
3833	2780612	4471898
3834	2781453	4471358
3835	2782244	4470739
3836	2783059	4470157
3837	2783892	4469605
3838	2784778	4469137
3839	2785556	4468497
3840	2786321	4467834
3841	2787104	4467201
3842	2787874	4466548
3843	2788634	4465877
3844	2789384	4465191
3845	2790162	4464549
3846	2790907	4463856
3847	2791677	4463202
3848	2792464	4462574
3849	2793250	4461945
3850	2794067	4461366
3851	2794838	4460713
3852	2795588	4460026
3853	2796355	4459367
3854	2797119	4458703
3855	2797887	4458044
3856	2798649	4457377
3857	2799410	4456708
3858	2800163	4456025
3859	2800920	4455349
3860	2801681	4454680
3861	2802453	4454028
3862	2803236	4453394
3863	2804012	4452748
3864	2804781	4452091
3865	2805556	4451443
3866	2806327	4450790
3867	2807087	4450119
3868	2807834	4449427
3869	2808590	4448749
3870	2809355	4448085
3871	2810118	4447418
3872	2810873	4446739
3873	2811619	4446046
3874	2812372	4445362
3875	2813134	4444694
3876	2813888	4444013
3877	2814652	4443347
3878	2815403	4442661
3879	2816167	4441996
3880	2816907	4441292
3881	2817666	4440618
3882	2818438	4439966
3883	2819199	4439295
3884	2819959	4438623
3885	2820706	4437930
3886	2821463	4437253
3887	2822224	4436584
3888	2822977	4435899
3889	2823731	4435218
3890	2824478	4434526
3891	2825233	4433845
3892	2825976	4433145
3893	2826722	4432452
3894	2827459	4431743
3895	2828200	4431041
3896	2828958	4430365
3897	2829719	4429694
