iter	Logloss
333	0.02881438789
334	0.02869590238
335	0.02859359893
336	0.02849851912
337	0.02843866508
338	0.02833609225
339	0.02822739461
340	0.02812375461
341	0.02804575319
342	0.02799862907
343	0.02788648428
344	0.02780769216
345	0.02772325244
346	0.02764059572
347	0.02755109669
348	0.02747046053
349	0.02739766517
350	0.02731262632
351	0.0272105534
352	0.02713593959
353	0.02706088122
354	0.02696760168
355	0.02687867954
356	0.02684234844
357	0.02675695648
358	0.02666306171
359	0.02656967658
360	0.02649896314
361	0.02641068665
362	0.02632535341
363	0.0262826369
364	0.02617423756
365	0.02609931713
366	0.02603318312
367	0.02598256383
368	0.02591983774
369	0.02583456009
370	0.02577343572
371	0.02570795326
372	0.02566476528
373	0.02561199522
374	0.02556156624
375	0.0254847877
376	0.02539973188
377	0.02534273854
378	0.02527354581
379	0.0252060829
380	0.02512545766
381	0.02506752811
382	0.0249739367
383	0.02488803814
384	0.0248224367
385	0.0247589184
386	0.0246765009
387	0.02460119318
388	0.02454666652
389	0.02444781984
390	0.02440913492
391	0.02432608216
392	0.02424990497
393	0.02419570629
394	0.02415455803
395	0.02411057972
396	0.02407178429
397	0.02400705465
398	0.02392495674
399	0.02387300235
400	0.02381950178
401	0.02374798537
402	0.02364924824
403	0.02360087366
404	0.02355744093
405	0.02350181904
406	0.02342424702
407	0.02336564796
408	0.02331365561
409	0.02322074028
410	0.0231681302
411	0.02308342031
412	0.02303549775
413	0.02297383877
414	0.0229130961
415	0.02284562115
416	0.02279850375
417	0.02275182355
418	0.02269831188
419	0.02263816182
420	0.02258184428
421	0.02251748659
422	0.02248167674
423	0.02242542694
424	0.02238248098
425	0.02236529862
426	0.02232168998
427	0.02226429608
428	0.02219322648
429	0.02209703041
430	0.02204442339
431	0.02197726641
432	0.02193403511
433	0.02189955793
434	0.02185983166
435	0.02181837631
436	0.02177560364
437	0.02174334558
438	0.02167581068
439	0.02163652704
440	0.02157933423
441	0.02152856592
442	0.02147908244
443	0.02142744768
444	0.02136258664
445	0.02131934516
446	0.02127304484
447	0.02117915257
448	0.02114167044
449	0.02108085676
450	0.02101254327
451	0.02092658709
452	0.02085428722
453	0.02077720376
454	0.02074635706
455	0.02068983494
456	0.02062453215
457	0.02057460139
458	0.02051136575
459	0.02047280389
460	0.02041977615
461	0.02036425482
462	0.02029872257
463	0.02025080976
464	0.02020064933
465	0.02015871311
466	0.0200885993
467	0.02005308779
468	0.02000057596
469	0.01997702242
470	0.01993460606
471	0.01987493898
472	0.01980513918
473	0.01974433449
474	0.01969755587
475	0.01963633082
476	0.01957578737
477	0.01954270944
478	0.01951460947
479	0.01947617138
480	0.01943424409
481	0.01938698359
482	0.01933665542
483	0.0192811634
484	0.01924358262
485	0.01921739995
486	0.01916250948
487	0.01911743539
488	0.01907448354
489	0.01902658779
490	0.01899125357
491	0.01894482826
492	0.01890320406
493	0.01886722489
494	0.01882587569
495	0.01876393077
496	0.0187215928
497	0.01866286922
498	0.01861652625
499	0.01854726941
500	0.01849863894
501	0.01847730457
502	0.01843271814
503	0.0183705249
504	0.01832129126
505	0.01826196304
506	0.01823733579
507	0.01820304224
508	0.01814175644
509	0.01809509018
510	0.0180453543
511	0.0180124742
512	0.01798892334
513	0.01795451169
514	0.01790057254
515	0.01785464248
516	0.01780389631
517	0.01776304077
518	0.01774028709
519	0.01770122418
520	0.01763473201
521	0.01760097767
522	0.01755777422
523	0.01751087067
524	0.01747570747
525	0.01744497673
526	0.01739014854
527	0.01736132347
528	0.01733756201
529	0.01730700522
530	0.01727899919
531	0.0172711581
532	0.01722217207
533	0.01716416333
534	0.01713604153
535	0.01710559646
536	0.01706005483
537	0.01704105441
538	0.01700461147
539	0.01696844707
540	0.01692507099
541	0.01687684249
542	0.0168203549
543	0.01678149382
544	0.016753829
545	0.01669913634
546	0.01667032684
547	0.01662562476
548	0.01658240814
549	0.0165283054
550	0.01648936534
551	0.01646314115
552	0.01641118141
553	0.01638786283
554	0.01634174282
555	0.01628916378
556	0.01625639473
557	0.0162095862
558	0.01617322451
559	0.01613308086
560	0.01610139993
561	0.01606292089
562	0.01603034916
563	0.01597776752
564	0.01594007931
565	0.01592287771
566	0.01588946312
567	0.01585997806
568	0.01583458132
569	0.01579919701
570	0.01575343261
571	0.0157159054
572	0.01568957422
573	0.01562635404
574	0.01560121564
575	0.01555741201
576	0.01550750784
577	0.01549027311
578	0.01545777093
579	0.01543147712
580	0.01541136995
581	0.01538040558
582	0.01533457706
583	0.01531299793
584	0.01528838925
585	0.01526732541
586	0.01522753202
587	0.01518268546
588	0.01514851785
589	0.01512765462
590	0.01509407837
591	0.01505761042
592	0.0150228266
593	0.01499314517
594	0.01497117345
595	0.01493273078
596	0.01489937093
597	0.01486922913
598	0.01485045152
599	0.01479648659
600	0.01475178507
601	0.0147134206
602	0.0146955576
603	0.0146671792
604	0.01462945836
605	0.01460273886
606	0.01457999118
607	0.0145511564
608	0.0145089547
609	0.01446996475
610	0.0144378755
611	0.01441616135
612	0.01437588187
613	0.01434482159
614	0.01431983988
615	0.0142888274
616	0.01424440608
617	0.01420194489
618	0.0141701399
619	0.01413211589
620	0.01410364585
621	0.01408478308
622	0.01404940941
623	0.01401221124
624	0.01397420474
625	0.01395661617
626	0.01391962769
627	0.01390253388
628	0.01387516927
629	0.01384183514
630	0.01381638501
631	0.01378293203
632	0.01374642903
633	0.01371606508
634	0.01368598706
635	0.01366186792
636	0.0136234795
637	0.01360189523
638	0.0135673832
639	0.01354553957
640	0.01351654055
641	0.01349444244
642	0.01347677202
643	0.01342042782
644	0.01338626344
645	0.01336100751
646	0.01333540533
647	0.01330496572
648	0.01327838977
649	0.01324882405
650	0.01321944923
651	0.01319045553
652	0.01317681126
653	0.01314659465
654	0.01310654079
655	0.01307958235
656	0.01304128436
657	0.01301821968
658	0.01297818615
659	0.01295000144
660	0.01291409363
661	0.01287905279
662	0.01286046305
663	0.01284110975
664	0.01281778465
665	0.01277817672
666	0.01274946394
667	0.01272514871
668	0.01271278473
669	0.01268782798
670	0.01265653271
671	0.01262541621
672	0.01261063801
673	0.01257918286
674	0.01255326592
675	0.0125205271
676	0.01250369369
677	0.01249253306
678	0.01245746284
679	0.01243123178
680	0.01240211186
681	0.01237252849
682	0.01234165514
683	0.01231569953
684	0.01228926632
685	0.01226741887
686	0.01223838467
687	0.0122149374
688	0.01219082238
689	0.01215459975
690	0.01213582436
691	0.01211078686
692	0.01209415412
693	0.01206339365
694	0.01203875103
695	0.01202179149
696	0.0119938762
697	0.01198210151
698	0.0119612934
699	0.01193111066
700	0.01191438007
701	0.01189161589
702	0.01187611757
703	0.01186885627
704	0.01184516382
705	0.01181822425
706	0.01179036588
707	0.0117690445
708	0.01173597213
709	0.01170715737
710	0.011681402
711	0.01165926333
712	0.011631054
713	0.0116052142
714	0.01158225601
715	0.01157107405
716	0.01154926099
717	0.01151705427
718	0.01149351152
719	0.01148317515
720	0.01146235032
721	0.01143795152
722	0.01141973489
723	0.01138968099
724	0.01136408113
725	0.01134059037
726	0.01130884511
727	0.01129091908
728	0.01126847341
729	0.01124814045
730	0.01123089352
731	0.01121767647
732	0.01119433711
733	0.01116331375
734	0.01113656258
735	0.01110917463
736	0.01108900609
737	0.01105982067
738	0.01103877345
739	0.01101555039
740	0.01100407963
741	0.01097906254
742	0.01094739525
743	0.01092931931
744	0.01091284582
745	0.010895956
746	0.01088087684
747	0.01085368339
748	0.01082724897
749	0.01080218445
750	0.01077667607
751	0.01075964882
752	0.01074028234
753	0.01071518738
754	0.01069169738
755	0.01066771375
756	0.01064836991
757	0.01061815438
758	0.01058996242
759	0.01056436807
760	0.01054010329
761	0.01052166595
762	0.01050265165
763	0.01048093598
764	0.01046709705
765	0.01044610186
766	0.01042782632
767	0.0104007676
768	0.01037693853
769	0.01035637627
770	0.01033704855
771	0.01031605381
772	0.01029460382
773	0.01026769932
774	0.01024693749
775	0.01022963711
776	0.01021261966
777	0.0101884059
778	0.01016977173
779	0.01014457753
780	0.01011524055
781	0.01009562661
782	0.01007062213
783	0.01004899045
784	0.01003936517
785	0.01002457648
786	0.01000066894
787	0.009977605681
788	0.009960572068
789	0.009941844386
790	0.009920265504
791	0.009907525614
792	0.009895755591
793	0.009881072376
794	0.009853196788
795	0.009837161574
796	0.009810187358
797	0.009791824979
798	0.009772504095
799	0.009754391685
800	0.009740770543
801	0.009723687624
802	0.009705176137
803	0.009688885249
804	0.009672329966
805	0.009655850867
806	0.009634398339
807	0.009612789764
808	0.009589220546
809	0.009567530427
810	0.009553729202
811	0.009538511965
812	0.009520602544
813	0.009502619522
814	0.009486732215
815	0.009472188568
816	0.009457329236
817	0.009431965918
818	0.009411613452
819	0.009398214054
820	0.009377791932
821	0.009372857422
822	0.00935484858
823	0.009336439312
824	0.009316290373
825	0.009294172941
826	0.009276237459
827	0.009266084356
828	0.009249873013
829	0.009221226498
830	0.009196024774
831	0.009170593839
832	0.009151125296
833	0.009133403222
834	0.009113082579
835	0.009093482693
836	0.009073041049
837	0.009060293715
838	0.009036598299
839	0.009014226102
840	0.008989912826
841	0.008971270268
842	0.008955934466
843	0.008937732935
844	0.008921272885
845	0.008907110754
846	0.008898052333
847	0.008875739769
848	0.008850088266
849	0.008831503026
850	0.008821053801
851	0.008810245338
852	0.008785539581
853	0.008776683023
854	0.008768130679
855	0.008747661514
856	0.008730565397
857	0.008718234777
858	0.008696973769
859	0.00868577432
860	0.008674552688
861	0.008651604251
862	0.008642176768
863	0.008624079466
864	0.008601833329
865	0.008588137129
866	0.008575424955
867	0.008558340199
868	0.00853860248
869	0.008520776199
870	0.008496430669
871	0.008479147699
872	0.008458608486
873	0.008436379964
874	0.008423647738
875	0.008411094205
876	0.008399832907
877	0.008385610495
878	0.008366219806
879	0.008353760661
880	0.008333230924
881	0.008324372583
882	0.008306424928
883	0.008291142646
884	0.008269899028
885	0.00825596512
886	0.008236640712
887	0.008226133744
888	0.008207888661
889	0.008195075067
890	0.008178835015
891	0.008161238289
892	0.008144610353
893	0.008135238204
894	0.00812721789
895	0.008103285821
896	0.008084268958
897	0.008066479121
898	0.0080472781
899	0.008036999729
900	0.008018146983
901	0.008002374664
902	0.00798540233
903	0.007969998464
904	0.007960381945
905	0.007941425517
906	0.00792674617
907	0.007908775885
908	0.007896580926
909	0.007881268099
910	0.007869317177
911	0.007852947438
912	0.007833319495
913	0.007817352194
914	0.007801728875
915	0.007786079155
916	0.00777332619
917	0.007753450354
918	0.007730739839
919	0.007713085654
920	0.007696196041
921	0.007685327156
922	0.007678065999
923	0.007659766039
924	0.007645318154
925	0.007634238196
926	0.007616875593
927	0.007601414375
928	0.007586994265
929	0.00757550982
930	0.007563032395
931	0.007561307047
932	0.007548173445
933	0.007529740188
934	0.007519590764
935	0.007505627408
936	0.00749277112
937	0.00748365744
938	0.007462204398
939	0.007448330417
940	0.007434614004
941	0.007418761335
942	0.007401955902
943	0.007392061681
944	0.00738235873
945	0.007370744119
946	0.007356314166
947	0.007342546469
948	0.007324701719
949	0.007317268622
950	0.007303020024
951	0.007285788647
952	0.007269111429
953	0.007257632606
954	0.007243489593
955	0.007232173483
956	0.007216861488
957	0.007196315384
958	0.007185408838
959	0.007169408842
960	0.00715908053
961	0.007141644838
962	0.007128123736
963	0.007116661915
964	0.00710473037
965	0.007092378095
966	0.007073894915
967	0.007062421205
968	0.007050093009
969	0.007037530278
970	0.007025260301
971	0.007011774494
972	0.006997375639
973	0.006975486946
974	0.006964261038
975	0.006951398492
976	0.006933626398
977	0.006921526948
978	0.006910187868
979	0.006896150804
980	0.006880110521
981	0.006864569566
982	0.006855885492
983	0.006843660677
984	0.006834141779
985	0.006825194935
986	0.006809920836
987	0.006800204619
988	0.006788026098
989	0.006775727563
990	0.006759090726
991	0.006745545093
992	0.006737614145
993	0.006726065725
994	0.006709913318
995	0.006700938991
996	0.006690364974
997	0.006677928513
998	0.006661642486
999	0.006649757287
1000	0.006635362769
1001	0.006618970661
1002	0.006612499556
1003	0.006601973404
1004	0.006584061463
1005	0.006572514464
1006	0.006555594213
1007	0.006543447034
1008	0.006536845333
1009	0.006521773154
1010	0.006514663471
1011	0.006499424263
1012	0.006490089748
1013	0.006479709262
1014	0.006460983282
1015	0.006450784383
1016	0.006440265622
1017	0.006429309036
1018	0.006417387277
1019	0.006408052204
1020	0.006401202418
1021	0.006391472325
1022	0.006382897788
1023	0.006375111133
1024	0.006365068735
1025	0.006350529881
1026	0.006337604076
1027	0.006332255362
1028	0.006320031303
1029	0.006305868353
1030	0.006300397992
1031	0.006291043012
1032	0.006283582469
1033	0.00627780447
1034	0.006266135774
1035	0.006257903057
1036	0.006244641097
1037	0.006226794201
1038	0.006218600527
1039	0.006207354969
1040	0.006198323663
1041	0.006186241952
1042	0.006174511386
1043	0.006163014449
1044	0.006150091714
1045	0.006134252797
1046	0.006122404791
1047	0.006115569222
1048	0.006101078875
1049	0.006089420016
1050	0.006073143367
1051	0.006059093346
1052	0.006044978389
1053	0.006033237569
1054	0.00602248113
1055	0.006013867929
1056	0.005999751269
1057	0.005984534532
1058	0.00597388873
1059	0.005958937162
1060	0.005949402185
1061	0.005944017479
1062	0.005937464407
1063	0.005926382886
1064	0.005920022958
1065	0.005908134695
1066	0.005902486453
1067	0.005893656108
1068	0.005885945976
1069	0.005871723991
1070	0.005862613043
1071	0.005851659945
1072	0.005841747638
1073	0.005836187392
1074	0.005823930684
1075	0.005815171506
1076	0.005803329936
1077	0.005794713027
1078	0.005785209448
1079	0.005775357414
1080	0.005764252822
1081	0.005757287204
1082	0.005749610578
1083	0.005739483973
1084	0.005735231034
1085	0.005725086631
1086	0.005717758111
1087	0.005707683179
1088	0.005699824395
1089	0.005687744695
1090	0.005674787188
1091	0.005665210826
1092	0.005654939211
1093	0.005643301193
1094	0.005635906461
1095	0.005627372177
1096	0.005621077751
1097	0.005610546609
1098	0.005602901681
1099	0.005594015898
1100	0.005585733269
1101	0.005574930143
1102	0.005565172115
1103	0.00555231853
1104	0.005538394308
1105	0.005529109942
1106	0.00551765678
1107	0.005506974176
1108	0.005498193012
1109	0.005490396716
1110	0.00548218723
1111	0.005475400771
1112	0.00546457054
1113	0.005459105336
1114	0.005451335851
1115	0.005439660556
1116	0.005430387193
1117	0.005419387687
1118	0.005412880292
1119	0.005404233199
1120	0.00539758197
1121	0.005388475217
1122	0.005380788402
1123	0.005371316538
1124	0.005365727916
1125	0.005357549019
1126	0.005347988156
1127	0.005341299998
1128	0.005336445195
1129	0.005325065254
1130	0.005311697508
1131	0.005298704732
1132	0.005287418996
1133	0.005282797327
1134	0.005275604031
1135	0.005270757916
1136	0.005258945484
1137	0.005249878695
1138	0.005239953005
1139	0.005232608686
1140	0.005224869546
1141	0.005216083072
1142	0.005209615838
1143	0.005202020036
1144	0.005191585172
1145	0.005177833455
1146	0.005171272593
1147	0.005161023024
1148	0.005155162919
1149	0.005151996475
1150	0.005144840534
1151	0.005134794464
1152	0.005125415326
1153	0.005117930897
1154	0.005108046547
1155	0.005097724261
1156	0.005088872791
1157	0.005080463575
1158	0.005075407111
1159	0.005065633148
1160	0.005056662506
1161	0.005048933946
1162	0.005043032085
1163	0.005036484474
1164	0.005030410882
1165	0.005018764318
1166	0.005010323259
1167	0.005004515472
1168	0.00499500987
1169	0.00498524367
1170	0.004976453575
1171	0.004969518157
1172	0.004962788533
1173	0.0049518058
1174	0.004942972822
1175	0.004935108208
1176	0.004926931915
1177	0.00491601222
1178	0.004909582267
1179	0.004903994963
1180	0.004890517613
1181	0.004886696469
1182	0.004879507914
1183	0.004871016881
1184	0.004863750542
1185	0.004852880663
1186	0.004847859341
1187	0.004840901141
1188	0.004830248846
1189	0.00482647315
1190	0.004815692916
1191	0.004810090426
1192	0.004802751444
1193	0.004794806536
1194	0.004786244417
1195	0.004776880469
1196	0.004771902842
1197	0.00476458296
1198	0.004756599865
1199	0.004752608599
1200	0.004747427512
1201	0.004743184957
1202	0.00473781894
1203	0.00472820444
1204	0.004720089946
1205	0.004711412786
1206	0.004698860911
1207	0.004688989296
1208	0.004680466913
1209	0.004671373854
1210	0.004664005971
1211	0.004659796763
1212	0.004652691145
1213	0.004645554819
1214	0.004640134323
1215	0.004634945261
1216	0.00462760847
1217	0.004618995367
1218	0.004611304863
1219	0.004603942585
1220	0.004595207273
1221	0.004586674535
1222	0.004581122638
1223	0.004573012292
1224	0.004562107357
1225	0.004556235258
1226	0.004547926828
1227	0.004538113485
1228	0.004530335498
1229	0.004524301597
1230	0.004519156728
1231	0.00451256966
1232	0.004508316024
1233	0.004502584842
1234	0.004495456063
1235	0.004491980662
1236	0.004488434994
1237	0.004485119335
1238	0.004478191595
1239	0.004472938032
1240	0.004466230668
1241	0.004460181207
1242	0.004453675054
1243	0.004445386444
1244	0.004440569307
1245	0.004434788176
1246	0.004425408012
1247	0.004421313427
1248	0.004413410155
1249	0.004402425254
1250	0.00439801164
1251	0.004389671804
1252	0.004383688234
1253	0.004372981636
1254	0.004366304345
1255	0.004360750554
1256	0.004353123303
1257	0.004345976785
1258	0.004341017532
1259	0.004332585278
1260	0.004323707924
1261	0.004318066419
1262	0.00430938507
1263	0.004305639723
1264	0.004299692722
1265	0.004293867016
1266	0.004287230976
1267	0.004281398045
1268	0.004275108237
1269	0.004268036377
1270	0.004261810123
1271	0.004255304857
1272	0.004249857931
1273	0.004240575247
1274	0.004235321248
1275	0.004228968727
1276	0.004224857887
1277	0.004218313041
1278	0.00420834986
1279	0.004204134632
1280	0.004200909187
1281	0.004191823043
1282	0.004186971954
1283	0.00418158573
1284	0.004177599726
1285	0.004174349973
1286	0.00416820869
1287	0.004162377298
1288	0.004157552384
1289	0.004151482174
1290	0.004144688917
1291	0.004139240863
1292	0.004133059228
1293	0.004127047935
1294	0.004116309929
1295	0.004106864528
1296	0.004100233151
1297	0.004093282277
1298	0.004087300941
1299	0.004079780282
1300	0.004074268966
1301	0.004068215982
1302	0.004060789988
1303	0.004052866715
1304	0.004044742137
1305	0.004039693207
1306	0.004033323197
1307	0.004025959841
1308	0.004022194831
1309	0.004014952687
1310	0.004008768589
1311	0.004001014817
1312	0.003996437404
1313	0.003992875037
1314	0.003988430177
1315	0.003984871439
1316	0.003979591407
1317	0.003969917137
1318	0.003963258461
1319	0.003955143623
1320	0.003947495139
1321	0.003938012262
1322	0.003930744756
1323	0.003922251107
1324	0.003914933026
1325	0.003910155958
1326	0.003904859451
1327	0.003900001807
1328	0.003894841064
1329	0.003889009701
1330	0.003883504034
1331	0.003875130829
1332	0.003869279725
1333	0.003863534123
1334	0.003858499655
1335	0.003854918993
1336	0.003849654513
1337	0.003843234743
1338	0.003840354934
1339	0.003836139536
1340	0.003828714345
1341	0.003821556639
1342	0.003816083556
1343	0.00380976677
1344	0.003801241816
1345	0.003793182155
1346	0.003784126277
1347	0.003780715613
1348	0.00377260449
1349	0.00376897464
1350	0.00376385051
1351	0.003758775148
1352	0.003751203683
1353	0.003744697945
1354	0.003739322587
1355	0.003734719311
1356	0.003729700626
1357	0.003722098223
1358	0.003718048943
1359	0.003710088737
1360	0.003706516507
1361	0.003698641197
1362	0.003695340253
1363	0.003692692642
1364	0.003688713427
1365	0.003681749153
1366	0.003678310163
1367	0.003673840335
1368	0.003668178274
1369	0.00366454873
1370	0.003658686199
1371	0.003654881634
1372	0.003649406858
1373	0.003645235479
1374	0.003639067494
1375	0.003633209646
1376	0.003626180557
1377	0.003622720594
1378	0.003616543944
1379	0.003609659262
1380	0.003602581245
1381	0.003597711407
1382	0.00359287492
1383	0.003583620058
1384	0.003576512887
1385	0.003572055692
1386	0.003567938156
1387	0.003563475331
1388	0.003559076178
1389	0.00355301676
1390	0.003546913668
1391	0.003541142631
1392	0.003534177345
1393	0.00353008106
1394	0.003524539877
1395	0.003521964588
1396	0.003514901846
1397	0.003507467165
1398	0.003502801723
1399	0.003497808678
1400	0.003493651449
1401	0.00348741969
1402	0.00348301407
1403	0.003479387866
1404	0.003474149053
1405	0.003466490885
1406	0.003461181368
1407	0.003454497802
1408	0.00345018368
1409	0.00344385471
1410	0.003438904933
1411	0.003434222803
1412	0.003430179332
1413	0.003426150527
1414	0.00342268606
1415	0.003418939011
1416	0.003413553446
1417	0.003409731054
1418	0.003404712734
1419	0.003399526127
1420	0.003395917196
1421	0.003391347178
1422	0.003386867427
1423	0.003382448025
1424	0.003376499899
1425	0.003369656304
1426	0.003364053098
1427	0.003360059986
1428	0.00335397343
1429	0.003350482892
1430	0.003344243601
1431	0.003339012527
1432	0.003332406993
1433	0.00332812356
1434	0.003324093131
1435	0.003321166121
1436	0.003315098868
1437	0.003311262086
1438	0.003305654714
1439	0.003298642898
1440	0.003295939384
1441	0.003291841322
1442	0.00328658664
1443	0.003283018511
1444	0.003279046263
1445	0.003273509452
1446	0.003268265264
1447	0.003262700187
1448	0.003258138372
1449	0.003252687501
1450	0.003249059019
1451	0.003244848733
1452	0.003239425242
1453	0.003232276942
1454	0.003226633395
1455	0.003222971778
1456	0.003217721491
1457	0.003209677354
1458	0.003205509746
1459	0.00320102659
1460	0.003194473165
1461	0.003189451751
1462	0.003184921414
1463	0.003179919608
1464	0.00317702734
1465	0.003173380318
1466	0.003169714129
1467	0.003166192083
1468	0.003162825896
1469	0.003157505129
1470	0.003154353671
1471	0.003149276262
1472	0.003141406369
1473	0.003137199875
1474	0.003131596561
1475	0.003128553941
1476	0.003124383545
1477	0.003121948927
1478	0.003117101046
1479	0.00311454406
1480	0.003109136757
1481	0.003106959454
1482	0.003103453202
1483	0.003100207372
1484	0.003094897139
1485	0.003090598741
1486	0.003084795867
1487	0.003078934497
1488	0.0030766377
1489	0.003072534132
1490	0.003068966519
1491	0.003063511864
1492	0.003059511293
1493	0.003054822685
1494	0.003051197011
1495	0.003045426755
1496	0.003041449999
1497	0.003035861925
1498	0.003032785496
1499	0.003030186636
